"record_id","session_id","speaker_id","account_id","speaker_order","first_name","last_name","full_name","title_affiliation","biography","image_url","linkedin_url"
"da7568ea-28e8-4046-9aad-03600b7eff24","7834ef16-8b40-46ac-bffc-f7a977ba03bc","73553e80-effb-4d8a-a158-becd4ac26162","fbba70da-587e-4b4d-a3d2-ec675100d729",1,"Allissa","Dillman","Allissa Dillman","Montgomery College/BioData Sage LLC",,,
"da7568ea-28e8-4046-9aad-03600b7eff24","7834ef16-8b40-46ac-bffc-f7a977ba03bc","2e737efe-2d5e-4ba8-85ea-37c661a323c7","1710e5a9-38fe-4151-955e-812ec44829bd",1,"Padmashri","Saravanan","Padmashri Saravanan","BioData Sage",,,
"1bc8ece1-fe9f-424a-a03e-e3b4e817b569","5d0d911b-aa4c-49c1-9ce0-b0775304c7d3","6f5d748f-710d-4ac7-9731-f4e25ba75d17","b0d077cc-04c8-442c-85e1-c0087492c704",1,"Karan","Gathani","Karan Gathani","QA Engineer, Posit PBC","Karan is a Senior Quality Assurance Engineer at Posit, where he works on
Shiny. He has worked with tech startups across the San Francisco Bay
Area, helping them ship products efficiently without compromising on
quality. In his spare time, he takes part in BioBlitzes around the Bay
Area and contributes to this natural history blog.","https://img.zuddl.com/3ea00fcd-1931-433d-beed-a21a3f4cb647",
"68ae9b54-37a3-43d0-b67d-ac068cd179bc","227cf301-aac1-47e4-88bf-a86d44ac120c","fa287056-4771-42d8-b3f1-22eea0f64690","a956a0e7-6b16-4225-9f22-3831eff62c16",1,"Tanya","Cashorali","Tanya Cashorali","CEO & Founder, TCB Analytics","","https://img.zuddl.com/c720e40c-e572-4acc-9fe3-a093784252fc",
"3c0758f0-1650-40ea-b347-8704fec159e9","48f334a1-527d-4593-bd03-eddebaa568ab","a6e28a29-f0e1-45e9-964c-b0b41d3082fc","b8b89d00-47ef-4732-9128-42b03bf94790",1,"Paula ","Lopez Casado","Paula  Lopez Casado","Lead Data Scientist, Cleo","Lead Data Scientist specializing in product analytics, experimentation
and AI-driven decision making. Throughout her career at Apple, and now
Cleo, she has helped product teams transform complex data into
actionable business decisions.

Beyond her day-to-day work, Paula is passionate about data
communication. She writes the blog \*El Arte del Dato Bien Contado\*,
where she explores practical techniques for designing visualizations
that help stakeholders understand evidence and make confident decisions.

At posit::conf 2026, she shares lessons learned from years of building
analytical products for global technology companies, showing how Quarto
can be used not only to create beautiful reports, but to influence
decisions.","https://img.zuddl.com/b6596f6c-d9bd-4fe3-9961-668ce7c51b9b","https://www.linkedin.com/in/paulalc/"
"a86ee6cc-2e16-4af0-b3df-e4d246b2dc0a","c3b95c7c-f21b-445b-b433-d45f3cef2c53","b8130e94-19aa-4e37-9981-14d9acc48dc8","0ce3a3da-70ed-4975-8f69-af961f392b43",1,"Libby ","McKenna","Libby  McKenna","Drinking Water Engineer, Brown and Caldwell","","https://img.zuddl.com/2c65d260-4bf3-4828-838c-f5864d1cb8d8","https://www.linkedin.com/in/libbydmckenna/"
"318a7bae-20d6-4912-836c-a565baf49680","d24fc3bf-4d5e-4be4-941a-090c88164d61","6bd09276-2919-484e-9270-901a2a643f57","9580e881-7af4-44f6-831e-066de62885dd",1,"Kristin ","Bott","Kristin  Bott","Manager, Academy Apprenticeships, Posit, PBC","Kristin Bott manages the Posit Academy Apprenticeship program, which is
focused on building both coding and collaboration skills in working
professionals. Kristin brings a background in natural science,
organizing, teaching, and research, and spent 10 years in higher ed
before joining Posit in 2021. She is passionate about making technical
topics accessible through the power of learning communities, with the
goal of empowering individuals to do great work.","https://img.zuddl.com/5f735cca-ca15-428e-a1a1-fabe200bf2da","https://www.linkedin.com/in/kristin-bott/"
"8357f83c-cb33-4b8d-bb7a-a07127a6cf2a","bec2f8e9-ec6b-402f-bb5e-d690e5db245a","d007626a-0fe1-425c-94d8-d892064c1d97","832d93f7-1c6d-440d-b345-e66198e3430a",1,"Isabel","Glauss","Isabel Glauss","Senior Clinical Data Engineer, Boehringer Ingelheim","","https://img.zuddl.com/4b838009-8200-468c-81a7-bed86f275371",
"bc0495dc-810d-4774-8210-c6fda4838180","d5043a43-3a86-45a1-b98c-9c4a58f6b0c0","6fcccd56-0bac-4f46-88e6-1ed5336b0360","e8a761fc-9bfa-471f-8a70-519c780da508",1,"Timothy","Keyes","Timothy Keyes","Senior Data Scientist, Stanford Health Care","","https://img.zuddl.com/083a5554-4769-4a10-9d4f-9eba4648ef13","https://www.linkedin.com/in/timothy-keyes/"
"30b6efea-19cc-4ec2-88ee-49f1dcece04b","43b5b092-a29a-4820-b0ae-8cf1015e37db","e2930b15-d895-4908-bdb6-6511875456f1","db764114-dab6-43a7-94c2-99241cc4a185",1,"Tom","Shafer","Tom Shafer","Elder Research/MANTECH",,,
